"title","URL","unitprice","area","year","direction","decoration","category","bedroom","hall","lavatory","storey","totalstorey","elevator","property","community","far","parkinglot","greening","fee","admdist","secdist","address","subway","school","convenience","sellingpoint","opinion"
"龙吴路沿线电梯房 近地铁近滨江大道总高18层的小高层可看江景","https://shanghai.anjuke.com/prop/view/A1608228586?from=filter&spread=filtersearch&invalid=1&region_ids=5&position=703&kwtype=filter&now_time=1552787079",38067,68.3,6,"南","简单装修","普通住宅",1,1,1,"中层",18,"有","商品房","盛华景苑",NA,NA,0.35,1.2,"徐汇","华泾","龙吴路2888弄1-37号",TRUE,TRUE,TRUE,"荣幸您选择了我是御邸地产张勇为您提供专业、周全、安心的房产！本人声明，本店房源保证真实！1、户型介绍1室2厅，主卧朝南，全明，有窗户，前后无遮挡，通风采光视野都，你来看了知道了，有钥匙，可看黄浦江。2、【装修情况】中等装修，保养得还可以，3、【楼层介绍】10层,共18层楼层好！","特色
                                                                【小区设施】小区中心有社区中心 酷买超市，大食堂，且带盛华景苑幼儿园 地下车位和地上车位多，比例为1:1.5
                                        
                    
                                            【轨道交通】龙吴路上有公交车上奉专线，958，178大站车，南BB_1线，1000米北有S20外环线
                    
                    
                    
                    
                "
"小沈代理，老业主诚意出售，豪华新装修，学校名额未用，朝南一房","https://shanghai.anjuke.com/prop/view/A1612104672?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=704&kwtype=filter&now_time=1552787079",95238,37.6,30,"南","精装修","普通住宅",1,1,1,"中层",6,"无","商品房","凯旋一村",1.6,200,0.25,0.8,"徐汇","徐家汇","凯旋一村1-37号",TRUE,TRUE,TRUE,"房源卖点：诚意出售，对口交大附小，徐汇中学，南洋模范中学。房源信息：主卧朝南，全明户型，业主15万豪华精装修，直接拎包入住税费信息：满五唯一，无抵押无贷款，户口可随时迁走，*未用。轨道交通：3、4、9号线宜山路地铁站","特色
                                            【小区户型】推58平米的双南两房，一梯四户得房率高，中高层采光好，楼间距10米阳光充足
                                                            
                                            【生活配套】小区出门沿着凯旋路往南步行500米就是番禺绿地，里边空气非常新鲜，天然氧吧，散步休闲的好地方
                    
                                            【轨道交通】小区往东南方向步行400米就是虹桥路地铁站3.4.10号线 10号线直达上海交通大学
                    
                                            【附近学校】对口的是交大附小和徐汇中学 属于区重点学校 第二梯队
                    
                    
                    
                "
"对口求知 田林三中,15万精装修1房,送家电,送车位238万","https://shanghai.anjuke.com/prop/view/A1614721572?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=705&kwtype=filter&now_time=1552787079",73750,32,25,"南","精装修","普通住宅",1,1,1,"中层",6,"无","商品房","漕溪四村",1.9,200,0.35,0.8,"徐汇","龙华","漕溪四村1-93号",TRUE,TRUE,TRUE,"楼盘地址：漕溪四村1-93号【1】教育：对口徐汇区重点学校，漕溪新村幼儿园，百年求知小学，上师大附属龙华中学【2】医疗：仁爱医院，远大心胸医院，85医院，第八人民医院。【3】环境：本小区周围环境安静优雅，闹中取静，周围配套设施齐全。【4】交通：紧邻地铁3号线漕溪路，漕*铁站1/12号线，周围多个公交站点。【5】商业：日月光商场，汇阳广场，靠近徐家汇。到八万人育馆步行只需10min左右，到徐家汇繁华商业圈15min左右","特色
                                            【小区户型】一梯两户，一梯三户，一梯四户组成，主推55平米到63平米两房，推荐63平米一梯两户朝南全明两房
                                                            
                                            【生活配套】小区门口300米即是菜市场，工商银行，农业银行，建设银行，
                    
                                            【轨道交通】小区左面300米地铁三号线12号线龙漕路站，
                    
                                            【附近学校】对口百年求知小学名校《公立》
                    
                    
                    
                "
"对口求知小学，靠近1.3.12号线，满五唯一，学籍未用无户口","https://shanghai.anjuke.com/prop/view/A1610644981?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=5&position=706&kwtype=filter&now_time=1552787079",64216,45.2,23,"南","精装修","普通住宅",1,1,1,"中层",18,"有","商品房","凯翔小区",NA,139,0.33,1.2,"徐汇","龙华","龙漕路135弄",TRUE,TRUE,TRUE,"【商业配套】配套齐全，小区出门就是餐饮，购物广场，学校，医院，菜市场都在两公里范围内，小区旁就有幼儿园，小学，中学，大型广场，四大银行，超大公园，娱乐场，美食街【交通配套】交通方便，【环境安全】小区人文环境优美，物业和保安非常到位，您可以放心入住","特色
                                            【小区户型】小区多层和和电梯交错组成 电梯房主要以两房为主.电梯房两梯跋扈总高18楼 多层一梯两户或三户
                                                                【小区设施】小区内部没有停车位 有两栋商务楼 地上车位随到随停目前150一个月
                                        
                    
                                            【轨道交通】西边500米漕宝路地铁站1.12号线 朝北1000米地铁3号线漕溪路站
                    
                                            【附近学校】小区漕东支路百年门口求知小学（徐汇第二梯队重点）.龙漕路小门口漕溪幼儿园入学方便
                    
                    
                    
                "
"印象欧洲经典三房  附带产权车位  拎包即可入住","https://shanghai.anjuke.com/prop/view/A1584881489?from=filter-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=707&kwtype=filter&now_time=1552787079",66919,127,6,"南北","精装修","普通住宅",3,2,2,"高层",11,"有","商品房","印象欧洲",1.2,420,0.37,4.5,"徐汇","华泾","望月路909弄1-42号",FALSE,TRUE,TRUE,"1、房屋坐落：龙吴路华济路小区绿化率高安静幽雅2、产证信息：刚刚满两年，产证在手随时交易户口好迁3、房型介绍：户型3室2厅1厨2卫1阳台4、装修情况：精装修5、*自买进未曾出租，业主也仅自住一个月，房屋保养得非常好，拎包即可入住","特色
                                            【小区户型】主力房型：82、85平方、125、153平方、182平方。内有复式房型及大平层
                                                                                    【房屋品质】开盘时间2011年，小区环境优美，港资开发商，防水、隔音较好
                    
                    
                    
                                            【附近学校】西面有华育中学，该学校为市重点中学，师资力量雄厚
                    
                    
                    
                "
"不限贷，不限贷，送精装，可落户，可上学，可出租3500一个月","https://shanghai.anjuke.com/prop/view/A1613991025?from=filter&spread=filtersearch&invalid=1&region_ids=5&position=708&kwtype=filter&now_time=1552787079",39091,11,5,"南北","精装修","普通住宅",2,1,1,"中层",12,"有","商品房","吴中路500弄小区",1.3,NA,0.24,NA,"徐汇","徐家汇","吴中路500弄",FALSE,TRUE,TRUE,"1、户型:户型正气，得房率高，主室朝南，次卧朝北带飘窗，客厅送阳台，而且房间都比较大，非常正气，采光非常好，通风也OK，南北通透。2、楼层:中间楼层，采光好，前后无遮挡，让您时刻感受温暖阳光。3、装修:简约风格，家具齐全可拎包入住，阳台视野开阔，可瞰小区全貌。","特色
                                                            
                                            【生活配套】向北100M可到新疆特产店，向北1.5km可到汇京国际广场，向南400m可到上海伽马医院。
                    
                    
                                            【附近学校】学校：吴中路小学、上海市公用事业学校（公立学院）、上海交通职业技术学院轨道学院（职业学院）
                    
                    
                    
                "
"滨江板块，东安二小，采光无遮挡，地铁11号12号线，獨家委托","https://shanghai.anjuke.com/prop/view/A1601387038?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=5&position=709&kwtype=filter&now_time=1552787079",78036,61.5,22,"东","精装修","普通住宅",1,1,1,"中层",12,"有","商品房","双峰小区",1.2,50,0.3,0.8,"徐汇","龙华","双峰路321-441号",TRUE,TRUE,TRUE,"1、【房型介绍】面积61.51平米，价格480万，厅朝东带落地窗，卫生间朝北，厨房朝北，全明户型2、【装修情况】房东2年前装修，照片真实，小区绿化率高","特色
                                            【小区户型】小区一共5栋，主推小户型，总高12楼，电梯到11楼，两梯五户
                                                            
                                            【生活配套】小区对面就是双峰菜市场，买菜比较方便
                    
                                            【轨道交通】小区门口是166路终点站，小区往南步行50米就是714路终点站
                    
                                            【附近学校】幼儿园：龙山幼儿园
小学：徐汇区重点，上海市第二梯队，东安路二小
中学：宛平中学
                    
                    
                    
                "
"对口徐汇区华泾小学153万1房小户型 无税房","https://shanghai.anjuke.com/prop/view/A1613569197?from=filter&spread=filtersearch&invalid=1&region_ids=5&position=710&kwtype=filter&now_time=1552787079",44080,34.7,25,"南","毛坯","普通住宅",1,1,1,"中层",6,"无","商品房","华建一街坊",NA,150,0.3,0.5,"徐汇","华泾","老沪闵路1296弄1-67号",TRUE,TRUE,FALSE,"业主卖此房为了变现，地铁口低总价小户型，适合刚需小两口居住或者过渡。，正常首付即可，首付少，还款压力小。小区介绍小区居住人群素质好，人文氛围浓厚，小区内部生活便利，门口安保物业负责。户型介绍小区是1994年的，位于3楼，小户型一室户，朝南采光好，核心卖点房子低总价小户型刚需客户选择","特色
                                            【小区户型】小区都是总高六楼的 以一梯三户 一梯四户为主 主推户型是58平方的南北两房
                                                                【小区设施】小区中心位置有个小花园和健身设备 小花园中有个凉亭 夏天可供居民乘凉 聚会
                                        
                    
                                            【轨道交通】小区西门门口就是公交站 西门向右100米在建15号线地铁口
                    
                    
                    
                    
                "
"双南两房，采光视野很好，户型正气！近地铁9号线，交通便利。","https://shanghai.anjuke.com/prop/view/A1602449392?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=5&position=711&kwtype=filter&now_time=1552787079",66892,62,23,"南","精装修","普通住宅",2,1,1,"中层",6,"无","商品房","桂林苑(北区)",NA,120,0.2,0.8,"徐汇","漕河泾","钦州北路888弄1-30号",TRUE,TRUE,TRUE,"1.【小区介绍】：小区位于桂林苑888弄，小区学名桂林苑，一梯四户。2.【户型介绍】：主卧朝南，次卧朝南，厅朝北。3.【装修状况】：房东这边精装修，拎包入住，绝不成问题。","特色
                                            【小区户型】桂林苑北区，有总高六楼和总高七楼的，小区分一梯四户和一梯两户。主荐一梯
两户的86平左右的户型
                                                            
                                            【生活配套】小区距钦北菜场200米，距上海市六人民医院500米，近田林路商业街沃尔玛超市
600米。
                    
                    
                    
                    
                    
                "
"徐汇滨江板块，中间位置，小夫妻白领优选，近地铁11.12号线","https://shanghai.anjuke.com/prop/view/A1613407294?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=5&position=712&kwtype=filter&now_time=1552787079",59354,42.1,24,"南北","精装修","普通住宅",1,1,1,"中层",6,"无","商品房","丰三小区",1.4,100,0.35,1.5,"徐汇","龙华","丰谷路300弄",TRUE,TRUE,TRUE,"卖点一：户型好-主卧朝南带阳台，厨卫全明，南北通风，采光好！卖点二：楼层好-总高6楼的4楼，装修，送家具家电，可拎包入住！卖点三：税费少满五年仅此一套住房。卖点四：产权清晰-无任何纠纷，可随时迁走","特色
                                            【小区户型】小区由28栋总高6楼的多层住宅组成，大多为一梯两户，建筑面积42-108㎡，户型跨度较小，主推小户型
                                                                【小区设施】小区中间位置有个健身广场和老年活动中心，小孩平时在里面嬉戏，年轻人在里面健身，老年人在里面聊天、锻炼
                                        
                                            【生活配套】小区出门200米是丰谷路菜市场，300米是滨江跑道公园、西岸艺术中心、余德耀美术馆，到徐家汇2KM
                    
                                            【轨道交通】小区出门200米是地铁11/12号线龙华站，600米是地铁7/12号线龙华中路站，三轨环绕，交通方便
                    
                                            【附近学校】小区内有胡姬港湾幼儿园，是民办的幼儿园，环境好操场很大，还有很多的游乐设施，老师也对小孩们很负责。
                    
                    
                    
                "
"紫阳花苑精装修正南大一房,临近滨江西岸,新出小户型,送家电！","https://shanghai.anjuke.com/prop/view/A1613862710?from=filter&spread=filtersearch&invalid=1&region_ids=5&position=713&kwtype=filter&now_time=1552787079",36364,44,23,"南","精装修","普通住宅",1,1,1,"中层",6,"有","商品房","紫阳花苑",NA,NA,0.4,0.4,"徐汇","华泾","龙吟路500弄1-45号",TRUE,FALSE,TRUE,"该房子是正朝南的大一房一厅，其中主卧朝南有阳台，厨卫正朝北有窗户，有小客厅，房型正气，位置棒，采光足！居家精装修，送所有家具家电！","特色
                                                            
                                            【生活配套】紫阳位于华泾板块华展路，小区出门200米就是光华菜市场，出门左转200米就是吉买盛超市，以及周边商店
                    
                                            【轨道交通】小区门口100米就是770公交总站以及731公交总站，通往徐家汇、闵行、莘庄等地
                    
                    
                    
                    
                "
"醉美洋房太原路！4房小高层送车位！ 3T2户 对口建 襄","https://shanghai.anjuke.com/prop/view/A1613463767?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=714&kwtype=filter&now_time=1552787079",118049,205,11,"南北","精装修","普通住宅",4,2,3,"高层",10,"有","商品房","太原邸",2.3,200,0.33,8,"徐汇","建国西路","太原路289弄1-10号",FALSE,TRUE,FALSE,"醉美洋房太原路，太原邸08年小区小高层位置4房，3T2户，物业费8块包含会所室内游泳池健身房等1、产证面积205平，4房2厅3卫，客厅南北通，3房朝南厅朝南，1房朝北2、对口建襄，位育初级中学，市二初中；3、4开间朝南，全明户型，4个房间都很大，房型正气，采光充足；4、产证地下车库，停车方便；5、2008年交房，次新房；","特色
                                            【小区户型】小区一栋6栋，其中5栋住宅，总高6、10、15、21、28层不等。另外一栋10号楼是会所。
                                                                                    【房屋品质】墙面坚固，隔音效果好，防潮也做得很好，十年了，包括一楼基本上也没有出现过发霉的情况
                    
                    
                    
                                            【附近学校】直接上建襄小学，上海市重点，四大名校之一，岳阳路是一二年级；嘉善路是三四五年级。均步行可达
                    
                                            【居民素质】大部分自住，境外、港台人士居多，少部分上海人以及周边外国领事馆的领事。人员流动较少，邻里关系和谐
                    
                                            【其他描述】整个小区安静低调，下雨天配上淡灰色外立面，犹如一幅江南水墨画，很让人心动。
                    
                "
"精装修小户型 徐教院 全明户型 总价低 15号沿线","https://shanghai.anjuke.com/prop/view/A1609591899?from=filter-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=715&kwtype=filter&now_time=1552787079",51739,46,31,"南","简单装修","普通住宅",1,1,1,"高层",6,"无","商品房","长桥四村",1.5,100,0.35,0.35,"徐汇","长桥","长桥四村1-124号",TRUE,TRUE,FALSE,"【核心卖点】：百分之88，全明厨卫带窗光线充足随时看房【户型介绍】：此房为正南一房一厅，建筑面积为47.69平米，房间朝南，厨卫朝北，带北窗，客厅带东阳台小区位置很好南门口就是地铁站50米。正大门口有菜市场上海小学等环境很棒小区绿化也很棒","特色
                                            【小区户型】小区由121栋总高6层多层及3栋总高16层电梯房组成，面积38-106平，主推小户型，多南北户型
                                                            
                    
                    
                                            【附近学校】对口徐教院附小和长桥中学，师资雄厚，落户可就读，教育无忧
                    
                    
                    
                "
"气象苑一梯两户 对口上师大附三九年制 看房随时方便 房东急售","https://shanghai.anjuke.com/prop/view/A1604150352?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=5&position=716&kwtype=filter&now_time=1552787079",73036,67.1,20,"南","精装修","普通住宅",2,1,1,"中层",6,"无","商品房","气象苑",1.2,NA,0.3,1,"徐汇","龙华","龙漕路58弄",TRUE,TRUE,FALSE,"优点点评：上师大附三实验学校，是徐汇区教育局重点打造的一所九年一贯制学校，也是近几年才火起来的，落户没年限没有要求，成绩还不错，2017年徐汇区一模，排名公办学校*位。1、贷款情况：没有贷款2、税费情况：满五年唯一，早先的单位福利分房。3、户口情况：有户口3人，随时可迁走。4、产权信息：产权上海人2个、意见一致钱到笔落。","特色
                                            【小区户型】气象苑：都是6层楼高的房子，一梯两户、一梯三户，主要是66平双南朝向两房。
                                                            
                    
                                            【轨道交通】出小区往西面100米可到漕宝路地铁站1/12号线。
                    
                                            【附近学校】对口师三9年一贯制（区重点）
                    
                    
                    
                "
"薱口百年求知惟一售后公房总价低到超乎你的想象随时看房子","https://shanghai.anjuke.com/prop/view/A1605013947?from=filter&spread=filtersearch&invalid=1&region_ids=5&position=717&kwtype=filter&now_time=1552787079",57506,43.3,33,"南","简单装修","普通住宅",1,1,1,"高层",6,"无","公房","漕溪三村(南区)",NA,NA,NA,0.8,"徐汇","龙华","漕溪三村483-496号",TRUE,TRUE,FALSE,"1、产权：产权人阿姨一个人，户口没有，签约方便。2、税费：无抵押、无贷款、满五唯一售后公房免个税。3、学校：小学对口百年求知，学籍没用。4、户型：卧室朝南、厨卫朝北米全明户型。","特色
                                                            
                    
                                            【轨道交通】出门400米左右到达3号线和12号线龙漕路站，到达1号线漕宝路站大约800米
                    
                                            【附近学校】对口徐汇区第二梯队百年求知小学，上海师大附中附属龙华中学
                    
                    
                    
                "
"一日复一日，明日何其多，今年不买房，明年会更贵，抓住机会！！","https://shanghai.anjuke.com/prop/view/A1613131861?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=5&position=718&kwtype=filter&now_time=1552787079",71937,127.9,15,"南","精装修","普通住宅",3,2,2,"中层",14,"有","商品房","徐汇御景苑",3.5,150,0.3,1.95,"徐汇","龙华","龙吴路288弄1-13号",TRUE,TRUE,FALSE,"本人实地实勘为您提供以下信息：照片排序：【厅房厨卫阳】房型介绍：两房朝南、一房朝北、厅南北通、厨卫全明学校介绍：龙华小学+龙华中学位置介绍：龙吴路288弄，近地铁11号龙华站，和石龙路3号线卖点介绍：04年板式三房，自带产权车位，中高区景观看房方便","特色
                                            【小区户型】小区有高层18楼和多层6楼带电梯的房子，主力户型是120-135的大三房。
                                                            
                    
                                            【轨道交通】小区西门右转300米有龙漕路地铁站3和12号线。
                    
                    
                    
                    
                "
"徐汇滨江，次新房从未入住，低于市价200万带车位","https://shanghai.anjuke.com/prop/view/A1599161278?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=5&position=719&kwtype=filter&now_time=1552787079",96487,184.5,3,"南北","精装修","普通住宅",3,2,3,"高层",22,"有","商品房","中信君廷名邸",NA,542,0.35,2.5,"徐汇","龙华","宛平南路1188弄",TRUE,FALSE,TRUE,"户型介绍：3房/2厅/3卫，两房朝南，一房朝北。厅南北直通双阳台，客厅：南北通透，采光同分良好，格局合理餐厅：餐厅与厨房融合一体又各自独立，享受慢调生活卧室：主卧空间开阔，朝南而向，保证采光，亲和自然；二梯二户，刷卡入户，楼栋都是正南正北的朝向;栋距超过100米完全没有遮挡。","特色
                                            【小区户型】小区一共11栋楼，主要是160平-184平三房，200-288平四房，南北通透，两厅两户，刷卡到户！
                                                                【小区设施】小区车位配比1:1.5，车位充足，小区自带会所，小区门口就有一个大型健身会所，地下三层的健身场所
                                                                【房屋品质】小区是盛博房地产打造，钢筋混凝土剪力墙，外墙干挂石材，真实漆，建筑质量优秀，外观高档气派！
                    
                                            【生活配套】小区旁边就是保利时光里，300米外有卜蜂莲花，绿地缤纷城等大型休闲购物场所，还有双峰菜市场，购物方便
                    
                                            【轨道交通】龙华路往东300米到地铁7/12号线龙华中路站，往南300米到地铁11/12号线龙华站，出行方便！
                    
                    
                    
                    
                "
"就读三小三中，中间楼层采光好，精装全送，满五年税费少，近地铁","https://shanghai.anjuke.com/prop/view/A1611998970?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=720&kwtype=filter&now_time=1552787079",94974,34.2,33,"南","精装修","普通住宅",1,0,1,"中层",6,"有","商品房","田林十二村",NA,300,0.3,1.3,"徐汇","田林","钦州路582号",TRUE,FALSE,TRUE,"【小区名称】田林十二村【详细地址】小区位于钦州路近田林东路【建造结构】板楼，砖混结构，一梯四户【户型结构】一房朝南，厨卫朝北，精装全送，花园小区，采光无遮挡【装修情况】此房是业主三年前的精装修，保养的好，租金可达4500一个月【产权情况】产权人大哥一个人，没有户口，无抵押，无贷款【税费明细】此房是满五年税费低，此价净得，买到就是赚到【买房优势】此房位于四楼，采光不挡，近地铁1/12号线，周边生活便利","特色
                                            【小区户型】小区大都是一梯四户，01和04都是南北户型，或者02和03都是双南户型，采光好
                                                                【小区设施】小区内部有三个公园，可以让小孩和老人在其中玩耍休息
                                        
                                            【生活配套】小区步行500米到日月光商场，商场下面就是1号线12号线地铁站，出行便利
                    
                    
                    
                    
                    
                "
"对口师大附小 康外中 学 南北全明户型 有钥匙 业主诚售","https://shanghai.anjuke.com/prop/view/A1609629832?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=721&kwtype=filter&now_time=1552787152",61517,43.9,27,"东南","简单装修","普通住宅",1,1,1,"中层",6,"无","商品房","长丰坊",NA,150,0.31,0.5,"徐汇","康健","桂林西街47弄1-94号",TRUE,TRUE,TRUE,"1.小区环境好，交通购物十分方便，生活配套齐全2.一房朝南带阳台，厅在当中，厨卫全明户型3.对口师大附小，康外中学","特色
                                            【小区户型】一梯四户，一梯两户都有，存在多种户型，主打35平到58平的全明小一房和双南的两房
                                                            
                                            【生活配套】出门50米就是西街菜场，100米联华超市，
                    
                                            【轨道交通】到上海南站地铁1,3线1800米
                    
                    
                    
                    
                "
"您好，寿益坊新出正气一房精装修可拎包入住,户型正气采光好.","https://shanghai.anjuke.com/prop/view/A1611998241?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=5&position=722&kwtype=filter&now_time=1552787152",64423,52,23,"南","精装修","普通住宅",1,1,1,"中层",6,"有","商品房","寿益坊",1.5,185,NA,0.5,"徐汇","康健","桂林西街85弄1-71号",TRUE,TRUE,FALSE,"1、小区位于桂林西街，近地铁1.3.12号线。2、竣工年限及产权性质：本楼盘房龄1996年竣工。3、产权解析：产权清晰、满五年，售后公房，无抵押、无贷款、无户口、签约随时方便。4、采光情况：楼间距大、无遮挡、高区景观采光好、边套全明户型。5、房型介绍：本人实地考察、高、实际使用面积高。6、装修及现状：属于精装修、房东诚心出售、看房随时。7、附加条件：带固定车位，对口学校；*户口未用。每月物业费；0.85元，停车费230元。","特色
                                            【小区户型】小区多为总高6楼的多层，西面有栋24层高的高层，小区户型较多，主推一梯两户的全明两房，户型正气
                                                                【小区设施】小区内有老年活动设备，花园，儿童玩耍设施，可供人们娱乐
                                        
                    
                    
                                            【附近学校】对口上师大一附小，康健外国语中学 教育质量优越。
                    
                    
                    
                "
"徐汇滨江，次新房从未入住，低于市价200万带车位","https://shanghai.anjuke.com/prop/view/A1599161278?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=5&position=723&kwtype=filter&now_time=1552787152",96487,184.5,3,"南北","精装修","普通住宅",3,2,3,"高层",22,"有","商品房","中信君廷名邸",NA,542,0.35,2.5,"徐汇","龙华","宛平南路1188弄",TRUE,FALSE,TRUE,"户型介绍：3房/2厅/3卫，两房朝南，一房朝北。厅南北直通双阳台，客厅：南北通透，采光同分良好，格局合理餐厅：餐厅与厨房融合一体又各自独立，享受慢调生活卧室：主卧空间开阔，朝南而向，保证采光，亲和自然；二梯二户，刷卡入户，楼栋都是正南正北的朝向;栋距超过100米完全没有遮挡。","特色
                                                                【小区设施】小区车位充足，人车分流的小区，自带1200平米的会所，内有游泳池，健身设施等配套
                                        
                    
                                            【轨道交通】小区位于宛平南路和龙华路交界处，步行500米的距离可到11号线龙华路站，7/12号线龙华中路站
                    
                    
                    
                    
                "
"品质小区，凯翔小区，两房朝南，经典户型，位置安静，环境优美","https://shanghai.anjuke.com/prop/view/A1612355660?from=filter-saleMetro&spread=filtersearch&invalid=1&region_ids=5&position=724&kwtype=filter&now_time=1552787152",50620,66.2,24,"南","精装修","普通住宅",2,1,1,"中层",18,"有","商品房","凯翔小区",NA,139,0.33,1.2,"徐汇","龙华","龙漕路135弄",TRUE,TRUE,FALSE,"1.房屋介绍：两室两厅一卫，两房朝南2.教育介绍：对口求知小学3.地理位置：靠近地铁站漕宝路站，交通方便4.税费情况：满五年唯一","特色
                                            【小区户型】小区分为总高六楼的多层和总高18楼的高层。主卧朝南
                                                            
                    
                    
                                            【附近学校】对口区重点学校：求知小学
                    
                    
                    
                "
"学籍保留紫竹园，朝南1房出售，中间位置采光全明。看房有钥匙！","https://shanghai.anjuke.com/prop/view/A1612096505?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=725&kwtype=filter&now_time=1552787152",63220,42.6,27,"南","简单装修","普通住宅",1,0,1,"中层",6,"有","商品房","花苑村紫竹园",1.9,200,0.3,0.45,"徐汇","康健","浦北路948弄",FALSE,TRUE,TRUE,"1、小区：紫竹园位于徐汇区浦北路948弄，1992年竣工，周边配套设施齐全，生活便捷。2、户型：1房1厅1卫，面积43㎡。3、朝向：主卧朝南带阳台，厅中间，厨、卫朝西。4、税费：满五年唯一（无税）","特色
                                            【小区户型】一梯三户，一梯五户，小区户型有一房、两房、没有三房，推荐两房朝南户型，
                                                            
                                            【生活配套】出小区300米即是康兴菜场、30米是联华超市，300米即是地段医院
                    
                    
                                            【附近学校】对口徐汇重点学校：康健外国语实验小学、中学，出小区北门即是两个校区和吉的堡幼儿园
                    
                                            【居民素质】居住人口素质很高，租户也比较少，比例约占5%，常住人口年龄段在30岁到50左右
                    
                                            【其他描述】一房面积：32㎡、38㎡、42㎡、44㎡；两房面积：48㎡、55㎡、57㎡、58㎡、61㎡、67㎡
                    
                "
"希缺朝南一门关 精装修 家电15万全送 近地铁 业主诚售","https://shanghai.anjuke.com/prop/view/A1615108311?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=726&kwtype=filter&now_time=1552787152",61019,30.8,34,"南","精装修","普通住宅",1,0,1,"中层",6,"无","商品房","日晖六村",NA,190,0.2,0.5,"徐汇","斜土路","日晖六村1-199号",TRUE,TRUE,TRUE,"定好房子急售，价格看中可见面谈。1.户型：30.81平，全南户型一门关，厨卫开窗，全明户型，采光足。2.位置：坐居小区靠花园位置、清晨即可呼吸新鲜的空气；3.装修：精装修，保养的很好，5万软硬装修【有票】；4.地段：徐汇区腹心地段，出门即可到正大乐城；5.税费：产权一个，满五，产掉已查阅清；","特色
                                                                【小区设施】小区内有菜市门店和联华超市，有两个小花园供居民聊天休憩跳舞，小区内有地下自行车库，门口有地下停车位
                                        
                    
                    
                                            【附近学校】对口公办小学日晖小学，可以直升百年名校南洋中学，两所学校师资力量雄厚
                    
                    
                    
                "
"徐汇区地铁口，稀有复式，送80平大露台，带固定车位，点击幸福","https://shanghai.anjuke.com/prop/view/A1609466158?from=filter&spread=filtersearch&invalid=1&region_ids=5&position=727&kwtype=filter&now_time=1552787152",57816,91.7,11,"南北","精装修","普通住宅",4,2,2,"高层",12,"有","商品房","永兆豪庭(西区)",2.5,NA,0.3,1.9,"徐汇","虹梅路","虹梅路2125弄",TRUE,FALSE,FALSE,"本案介绍1-1房证信息：产证建筑面积91.67平方米。1-2本案售价：房东报价530万。1-3装修情况：房东两年精装修从未入住。1-4建筑格局：板式南北通，两房朝南，一房朝北。1-5本案位置：位置安静祥和。1-5看房方式：提前电话预约一般都方便看。","特色
                                            【小区户型】小区由65平米的一房，和84平米的两房，和127平米的三房组成的，都是两梯两户的
                                                                【小区设施】小区自带车库。车位1：1的，小区自带老年人活动中心，和健身场所。
                                                                【房屋品质】08年品质小区，一楼是有地下室的，防水，防潮。
                    
                    
                                            【轨道交通】小区出门向北左转到9号线漕河泾开发区站5号口500米。
                    
                    
                    
                    
                "
"中间楼层全明不靠马路，对口求知小学，田林三中，近地铁交通方便","https://shanghai.anjuke.com/prop/view/A1614607604?from=filter-saleMetro-salesxq&spread=filtersearch&invalid=1&region_ids=5&position=728&kwtype=filter&now_time=1552787152",66450,73.7,29,"南北","简单装修","普通住宅",3,1,1,"中层",6,"无","公房","漕溪四村",1.9,200,0.35,0.8,"徐汇","龙华","漕溪四村1-93号",TRUE,TRUE,TRUE,"1、地理位置：位于田东路靠近龙漕路；2、房屋朝向：两房朝南，一房朝北，厨卫全明。3、看房方式：看房随时，来电即可看房。4、产权介绍：产权人阿姨两个人，产权清晰，签约方便；5、优点点评：小区中心位置，不靠马路，价格看中可以谈，售后公房税费少。","特色
                                            【小区户型】小区主要是以一梯四户为主，小区有1.2.3.房，主要是以50左右的两房为主。两房有双南和南北两种户型
                                                            
                                            【生活配套】小区北门过马路就是漕溪菜市场，近大型商场日月光只有200米，到万体馆只有350米
                    
                                            【轨道交通】小区近地铁站1.12号线漕宝路站，只有150米，到三号线漕溪路地铁站只要120米
                    
                                            【附近学校】小区对口百年求知小学，师资力量强大，入住学校需要挂户口满三年
                    
                    
                    
                "
